Qaraqosh;ka.ʁa.kɔʃ
quintadineraient;kɛ̃.ta.di.nə.ʁɛ
quintadinerais;kɛ̃.ta.di.nə.ʁɛ
quintadinerait;kɛ̃.ta.di.nə.ʁɛ
quintadineras;kɛ̃.ta.di.nə.ʁa
quintadinerez;kɛ̃.ta.di.nə.ʁe
quintadineriez;kɛ̃.ta.di.nə.ʁje
quintadinerions;kɛ̃.ta.di.nə.ʁjɔ̃
quintadinerons;kɛ̃.ta.di.nə.ʁɔ̃
quintadineront;kɛ̃.ta.di.nə.ʁɔ̃
quintadines;kɛ̃.ta.din
quintadinez;kɛ̃.ta.di.ne
quintadiniez;kɛ̃.ta.di.nje
quintadinions;kɛ̃.ta.di.njɔ̃
quintadinons;kɛ̃.ta.di.nɔ̃
quintai;kɛ̃.te
quintaient;kɛ̃.tɛ
quintaine;ke.mɑ̃.dœʁ
quintainiers;kø.taʁ
quintais;kɛ̃.tɛ
quintait;kɛ̃.tɛ
quintal;kɛ̃.tal
quintant;kɛ̃.tɑ̃
quintas;kɛ̃.ta
quintasse;kɛ̃.tas
quintassent;kɛ̃.tas
quintasses;kɛ̃.tas
quintassiez;kɛ̃.ta.sje
quintassions;kɛ̃.ta.sjɔ̃
quintaux;kɛ̃.tɔ
quinte;kɛ̃t
quintefeuille;kɛ̃t.fœj
quintefeuilles;kø.taʁ
quintelage;kɛ̃t.laʒ
quintent;kɛ̃t
quinter;kɛ̃.te
quintera;kɛ̃.tə.ʁa
quinterai;kɛ̃.tə.ʁe
quinteraient;kɛ̃.tə.ʁɛ
quinterais;kɛ̃.tə.ʁɛ
quinterait;kɛ̃.tə.ʁɛ
quinteras;kɛ̃.tə.ʁa
quinterez;kɛ̃.tə.ʁe
quinteriez;kɛ̃.tə.ʁje
quinterions;kɛ̃.tə.ʁjɔ̃
quinteronne;kɛ̃.tə.ʁɔn
quinteronnes;kɛ̃.tə.ʁɔn
quinterons;kɛ̃.tə.ʁɔ̃
quinteront;kɛ̃.tə.ʁɔ̃
quintes;kɛ̃t
quintessence;kɛ̃.te.sɑ̃s
quintessences;kø.taʁ
quintessenciâmes;kɛ̃.tɛ.sɑ̃.sjam
quintessenciât;kɛ̃.tɛ.sɑ̃.sja
quintessenciâtes;kɛ̃.tɛ.sɑ̃.sjat
quintessencièrent;kɛ̃.tɛ.sɑ̃.sjɛʁ
quintessencié;kɛ̃.tɛ.sɑ̃.sje
quintessenciée;kɛ̃.te.sɑ̃.sje
quintessenciées;kɛ̃.tɛ.sɑ̃.sje
quintessenciés;kɛ̃.tɛ.sɑ̃.sje
quintessencia;kɛ̃.tɛ.sɑ̃.sja
quintessenciai;kɛ̃.tɛ.sɑ̃.sje
quintessenciaient;kɛ̃.tɛ.sɑ̃.sjɛ
quintessenciais;kɛ̃.tɛ.sɑ̃.sjɛ
quintessenciait;kɛ̃.tɛ.sɑ̃.sjɛ
quintessenciant;kɛ̃.tɛ.sɑ̃.sjɑ̃
quintessencias;kɛ̃.tɛ.sɑ̃.sja
quintessenciasse;kɛ̃.tɛ.sɑ̃.sjas
quintessenciassent;kɛ̃.tɛ.sɑ̃.sjas
quintessenciasses;kɛ̃.tɛ.sɑ̃.sjas
quintessenciassiez;kɛ̃.tɛ.sɑ̃.sja.sje
quintessenciassions;kɛ̃.tɛ.sɑ̃.sja.sjɔ̃
quintessencie;kɛ̃.tɛ.sɑ̃.si
quintessenciel;kɛ̃.tɛ.sɑ̃.sjɛl
quintessencielle;kɛ̃t.sɑ̃.sjɛl
quintessencielles;kɛ̃.tɛ.sɑ̃.sjɛl
quintessenciels;kɛ̃.tɛ.sɑ̃.sjɛl
quintessencient;kɛ̃.tɛ.sɑ̃.si
quintessencier;kɛ̃.te.sɑ̃.sje
quintessenciera;kɛ̃.tɛ.sɑ̃.si.ʁa
quintessencierai;kɛ̃.tɛ.sɑ̃.si.ʁe
quintessencieraient;kɛ̃.tɛ.sɑ̃.si.ʁɛ
quintessencierais;kɛ̃.tɛ.sɑ̃.si.ʁɛ
quintessencierait;kɛ̃.tɛ.sɑ̃.si.ʁɛ
quintessencieras;kɛ̃.tɛ.sɑ̃.si.ʁa
quintessencierez;kɛ̃.tɛ.sɑ̃.si.ʁe
quintessencieriez;kɛ̃.tɛ.sɑ̃.si.ʁje
quintessencierions;kɛ̃.tɛ.sɑ̃.si.ʁjɔ̃
quintessencierons;kɛ̃.tɛ.sɑ̃.si.ʁɔ̃
quintessencieront;kɛ̃.tɛ.sɑ̃.si.ʁɔ̃
quintessencies;kɛ̃.tɛ.sɑ̃.si
quintessenciez;kɛ̃.tɛ.sɑ̃.sje
quintessenciiez;kɛ̃.tɛ.sɑ̃.si.je
quintessenciions;kɛ̃.tɛ.sɑ̃.si.jɔ̃
quintessencions;kɛ̃.tɛ.sɑ̃.sjɔ̃
quintet;kɛ̃.tɛt
quintets;kɛ̃.tɛt
quintettes;kɛ̃.tɛt
quinteuse;kɛ̃.tøz
quinteuses;kwa.ʁtsøz
quintez;kɛ̃.te
quintidimensionnel;kɛ̃.ti.di.mɑ̃.sjɔ.nɛl
quintidodécaèdre;kɛ̃.ti.dɔ.de.ka.ɛdʁ
quintidodécaèdres;kɛ̃.ti.dɔ.de.ka.ɛdʁ
quintiez;kɛ̃.tje
quintil;kɛ̃.til
quintilien;kɛ̃.ti.ljɛ̃
quintilienne;kɛ̃.ti.ljɛn
quintiliennes;kɛ̃.ti.ljɛn
quintiliens;kɛ̃.ti.ljɛ̃
quintilion;kɛ̃.ti.ljɔ̃
quintilions;kø.taʁ
quintille;kɛ̃.tij
quintilliard;kɛ̃.ti.ljaʁ
quintilliardième;kɛ̃.ti.ljaʁ.djɛm
quintilliardièmes;kɛ̃.ti.ljaʁ.djɛm
quintilliards;kø.taʁ
quintillion;kɛ̃.ti.ljɔ̃
quintillions;kɛ̃.ti.ljɔ̃
quintils;kø.taʁ
quintions;kɛ̃.tjɔ̃
quintivoque;kwa.dʁi.vɔk
quinto;kɥɛ̃.to
quintoie;kɛ̃.twa
quintoient;kɛ̃.twa
quintoiera;kɛ̃.twa.ʁa
quintoierai;kɛ̃.twa.ʁe
quintoieraient;kɛ̃.twa.ʁɛ
quintoierais;kɛ̃.twa.ʁɛ
quintoierait;kɛ̃.twa.ʁɛ
quintoieras;kɛ̃.twa.ʁa
quintoierez;kɛ̃.twa.ʁe
quintoieriez;kɛ̃.twa.ʁje
quintoierions;kɛ̃.twa.ʁjɔ̃
quintoierons;kɛ̃.twa.ʁɔ̃
quintoieront;kɛ̃.twa.ʁɔ̃
quintoies;kɛ̃.twa
quintolet;kɛ̃.tɔ.lɛ
quinton;kɛ̃.tɔ̃
quintons;kɛ̃.tɔ̃
quintoyâmes;kɛ̃.twa.jam
quintoyât;kɛ̃.twa.ja
quintoyâtes;kɛ̃.twa.jat
quintoyèrent;kɛ̃.twa.jɛʁ
quintoyé;kɛ̃.twa.je
quintoya;kɛ̃.twa.ja
quintoyai;kɛ̃.twa.je
quintoyaient;kɛ̃.twa.jɛ
quintoyais;kɛ̃.twa.jɛ
quintoyait;kɛ̃.twa.jɛ
quintoyant;kɛ̃.twa.jɑ̃
quintoyas;kɛ̃.twa.ja
quintoyasse;kɛ̃.twa.jas
quintoyassent;kɛ̃.twa.jas
quintoyasses;kɛ̃.twa.jas
quintoyassiez;kɛ̃.twa.ja.sje
quintoyassions;kɛ̃.twa.ja.sjɔ̃
quintoyer;kɛ̃.twa.je
quintoyez;kɛ̃.twa.je
quintoyiez;kɛ̃.twa.je
quintoyions;kɛ̃.twa.jɔ̃
quintoyons;kɛ̃.twa.jɔ̃
quints;kɛ̃
quintuors;kø.taʁ
quintuplâmes;kɛ̃.ty.plam
quintuplât;kɛ̃.ty.pla
quintuplâtes;kɛ̃.ty.plat
quintuplèrent;kɛ̃.ty.plɛʁ
quintuplé;kɥɛ̃.ty.ple
quintuplée;kɛ̃.ty.ple
quintuplées;kɛ̃.ty.ple
quintuplés;kɛ̃.ty.ple
quintupla;kɛ̃.ty.pla
quintuplai;kɛ̃.ty.ple
quintuplaient;kɛ̃.ty.plɛ
quintuplais;kɛ̃.ty.plɛ
quintuplait;kɛ̃.ty.plɛ
quintuplant;kɛ̃.ty.plɑ̃
quintuplas;kɛ̃.ty.pla
quintuplasse;kɛ̃.ty.plas
quintuplassent;kɛ̃.ty.plas
quintuplasses;kɛ̃.ty.plas
quintuplassiez;kɛ̃.ty.pla.sje
quintuplassions;kɛ̃.ty.pla.sjɔ̃
quintuple;kɛ̃.typl
quintuplement;kɛ̃.ty.plə.mɑ̃
quintuplements;kɛ̃.ty.plə.mɑ̃
quintuplent;kɛ̃.typl
quintupler;kɛ̃.ty.ple
quintuplera;kɛ̃.ty.plə.ʁa
quintuplerai;kɛ̃.ty.plə.ʁe
quintupleraient;kɛ̃.ty.plə.ʁɛ
quintuplerais;kɛ̃.ty.plə.ʁɛ
quintuplerait;kɛ̃.ty.plə.ʁɛ
quintupleras;kɛ̃.ty.plə.ʁa
quintuplerez;kɛ̃.ty.plə.ʁe
quintupleriez;kɛ̃.ty.plə.ʁje
quintuplerions;kɛ̃.ty.plə.ʁjɔ̃
quintuplerons;kɛ̃.ty.plə.ʁɔ̃
quintupleront;kɛ̃.ty.plə.ʁɔ̃
quintuples;kɛ̃.typl
quintuplez;kɛ̃.ty.ple
quintupliez;kɛ̃.ty.pli.je
quintuplions;kɛ̃.ty.pli.jɔ̃
quintuplons;kɛ̃.ty.plɔ̃
quinzaine;kɛ̃.zɛn
quinzaines;kɛ̃.zɛn
quinze;kɛ̃z
quinzenaire;kɛ̃z.nɛʁ
quinzhees;kwa.sja
quinzième;kɛ̃.zjɛm
quinzite;kɛ̃.zit
quinzites;kɛ̃.zit
quinzomadaire;kɛ̃.zɔ.ma.dɛʁ
quinzomadaires;kø.taʁ
quiosc;kjɛ
quiossâmes;kjo.sam
quiossât;kjo.sa
quiossâtes;kjo.sat
quiossèrent;kjo.sɛʁ
quiossé;kjo.se
quiossée;kjo.se
quiossées;kjo.se
quiossés;kjo.se
quiossa;kjo.sa
quiossage;ki.ɔ.saʒ
quiossai;kjo.se
quiossaient;kjo.sɛ
quiossais;kjo.sɛ
quiossait;kjo.sɛ
quiossant;kjo.sɑ̃
quiossas;kjo.sa
quiossasse;kjo.sas
quiossassent;kjo.sas
quiossasses;kjo.sas
quiossassiez;kjo.sa.sje
quiossassions;kjo.sa.sjɔ̃
quiosse;kjos
quiossent;kjos
quiosser;kjo.se
quiossera;kjo.sə.ʁa
quiosserai;kjo.sə.ʁe
quiosseraient;kjo.sə.ʁɛ
quiosserais;kjo.sə.ʁɛ
quiosserait;kjo.sə.ʁɛ
quiosseras;kjo.sə.ʁa
quiosserez;kjo.sə.ʁe
quiosseriez;kjo.sə.ʁje
quiosserions;kjo.sə.ʁjɔ̃
quiosserons;kjo.sə.ʁɔ̃
quiosseront;kjo.sə.ʁɔ̃
quiosses;kjos
quiossez;kjo.se
quiossiez;kjo.sje
quiossions;kjo.sjɔ̃
quiossons;kjo.sɔ̃
quioute;kjut
quioutes;kø.taʁ
quipo;ki.po
quipos;ki.po
quipou;ki.pu
quiproquo;kip.ʁo.ko
quiproquos;kip.ʁɔ.kɔ
quipsters;kɛ̃
quipu;ki.pu
quiquette;ki.kɛt
quiquettes;kø.taʁ
quirataire;ki.ʁa.tɛʁ
quiripi;ki.ʁi.pi
quiripis;ki.ʁi.pi
quiritaire;kɥi.ʁi.tɛʁ
quiritaires;kø.taʁ
quiritans;ki.ʁit
quirittâmes;ki.ʁi.tam
quirittât;ki.ʁi.ta
quirittâtes;ki.ʁi.tat
quirittèrent;ki.ʁi.tɛʁ
quiritté;ki.ʁi.te
quiritta;ki.ʁi.ta
quirittai;ki.ʁi.te
quirittaient;ki.ʁi.tɛ
quirittais;ki.ʁi.tɛ
quirittait;ki.ʁi.tɛ
quirittant;ki.ʁi.tɑ̃
quirittas;ki.ʁi.ta
quirittasse;ki.ʁi.tas
quirittassent;ki.ʁi.tas
quirittasses;ki.ʁi.tas
quirittassiez;ki.ʁi.ta.sje
quirittassions;ki.ʁi.ta.sjɔ̃
quiritte;ki.ʁit
quirittent;ki.ʁit
quiritter;ki.ʁi.te
quirittera;ki.ʁi.tə.ʁa
quiritterai;ki.ʁi.tə.ʁe
quiritteraient;ki.ʁi.tə.ʁɛ
quiritterais;ki.ʁi.tə.ʁɛ
quiritterait;ki.ʁi.tə.ʁɛ
quiritteras;ki.ʁi.tə.ʁa
quiritterez;ki.ʁi.tə.ʁe
quiritteriez;ki.ʁi.tə.ʁje
quiritterions;ki.ʁi.tə.ʁjɔ̃
quiritterons;ki.ʁi.tə.ʁɔ̃
quiritteront;ki.ʁi.tə.ʁɔ̃
quirittes;ki.ʁit
quirittez;ki.ʁi.te
quirittiez;ki.ʁi.tje
quirittions;ki.ʁi.tjɔ̃
quirittons;ki.ʁi.tɔ̃
quiscale;kis.kal
quisquéyen;kis.ke.jɛ̃
quisquéyenne;kis.ke.jɛn
quisquéyennes;kis.ke.jɛn
quisquéyens;kis.ke.jɛ̃
quistre;ko.to
quistron;ko.to
quitrà;kjɛ
quittâmes;ki.tam
quittât;ki.ta
quittâtes;ki.tat
quittèrent;ki.tɛʁ
quitté;ki.te
quittée;ki.te
quittées;ki.te
quittés;ki.te
quitta;ki.ta
quittai;ki.te
quittaient;ki.tɛ
quittais;ki.tɛ
quittait;ki.tɛ
quittançâmes;ki.tɑ̃.sam
quittançât;ki.tɑ̃.sa
quittançâtes;ki.tɑ̃.sat
quittança;ki.tɑ̃.sa
quittançai;ki.tɑ̃.se
quittançaient;ki.tɑ̃.sɛ
quittançais;ki.tɑ̃.sɛ
quittançait;ki.tɑ̃.sɛ
quittançant;ki.tɑ̃.sɑ̃
quittanças;ki.tɑ̃.sa
quittançasse;ki.tɑ̃.sas
quittançassent;ki.tɑ̃.sas
quittançasses;ki.tɑ̃.sas
quittançassiez;ki.tɑ̃.sa.sje
quittançassions;ki.tɑ̃.sa.sjɔ̃
quittançons;ki.tɑ̃.sɔ̃
quittancèrent;ki.tɑ̃.sɛʁ
quittancé;ki.tɑ̃.se
quittancée;ki.tɑ̃.se
quittancées;ki.tɑ̃.se
quittancés;ki.tɑ̃.se
quittance;ki.tɑ̃s
quittancent;ki.tɑ̃s
quittancer;ki.tɑ̃.se
quittancera;ki.tɑ̃.sə.ʁa
quittancerai;ki.tɑ̃.sə.ʁe
quittanceraient;ki.tɑ̃.sə.ʁɛ
quittancerais;ki.tɑ̃.sə.ʁɛ
quittancerait;ki.tɑ̃.sə.ʁɛ
quittanceras;ki.tɑ̃.sə.ʁa
quittancerez;ki.tɑ̃.sə.ʁe
quittanceriez;ki.tɑ̃.sə.ʁje
quittancerions;ki.tɑ̃.sə.ʁjɔ̃
quittancerons;ki.tɑ̃.sə.ʁɔ̃
quittanceront;ki.tɑ̃.sə.ʁɔ̃
quittances;ki.tɑ̃s
quittancez;ki.tɑ̃.se
quittanciez;ki.tɑ̃.sje
quittancions;ki.tɑ̃.sjɔ̃
quittant;ki.tɑ̃
quittas;ki.ta
quittasse;ki.tas
quittassent;ki.tas
quittasses;ki.tas
quittassiez;ki.ta.sje
quittassions;ki.ta.sjɔ̃
quitte;kit
quittent;kit
quitter;ki.te
quittera;ki.tə.ʁa
quitterai;ki.tə.ʁe
quitteraient;ki.tə.ʁɛ
quitterais;ki.tə.ʁɛ
quitterait;ki.tə.ʁɛ
quitteras;ki.tə.ʁa
quitterez;ki.tə.ʁe
quitterie;ki.tə.ʁi
quitteriez;ki.tə.ʁje
quitterions;ki.tə.ʁjɔ̃
quitterons;ki.tə.ʁɔ̃
quitteront;ki.tə.ʁɔ̃
quittes;kit
quitteur;ki.tœʁ
quittez;ki.te
quittiez;ki.tje
quittions;ki.tjɔ̃
quittons;ki.tɔ̃
quitus;ki.tys
quiz;kwiz
quizz;kwiz
quizzers;kɛ̃
qulliq;ku.lik
qulliqs;kø.taʁ
quoaillâmes;kwa.jam
quoaillât;kwa.ja
quoaillâtes;kwa.jat
quoaillèrent;kwa.jɛʁ
quoaillé;kwa.je
quoailla;kwa.ja
quoaillai;kwa.je
quoaillaient;kwa.jɛ
quoaillais;kwa.jɛ
quoaillait;kwa.jɛ
quoaillant;kwa.jɑ̃
quoaillas;kwa.ja
quoaillasse;kwa.jas
quoaillassent;kwa.jas
quoaillasses;kwa.jas
quoaillassiez;kwa.ja.sje
quoaillassions;kwa.ja.sjɔ̃
quoaille;kwaj
quoaillent;kwaj
quoailler;kuɑ.je
quoaillera;kwa.jə.ʁa
quoaillerai;kwa.jə.ʁe
quoailleraient;kwa.jə.ʁɛ
quoaillerais;kwa.jə.ʁɛ
quoaillerait;kwa.jə.ʁɛ
quoailleras;kwa.jə.ʁa
quoaillerez;kwa.jə.ʁe
quoailleriez;kwa.jə.ʁje
quoaillerions;kwa.jə.ʁjɔ̃
quoaillerons;kwa.jə.ʁɔ̃
quoailleront;kwa.jə.ʁɔ̃
quoailles;kwaj
quoaillez;kwa.je
quoailliez;kwa.je
quoaillions;kwa.jɔ̃
quoaillons;kwa.jɔ̃
quociento;kip.ʁo.ko
quod;kɥɛ̃.kɥe
quodlibeto;kip.ʁo.ko
quoi;kwa
quoichier;kwa.ʃje
quoining;kɔ̃s.tɑ̃.tɛ̃
quoiqu';kwak
quoique;kwa.kə
quoiquia;kwa.kja
quokka;kwo.ka
quokkas;kwo.ka
quolibète;kɔ.li.bɛt
quolibètent;kɔ.li.bɛt
quolibètera;kɔ.li.bɛ.tə.ʁa
quolibèterai;kɔ.li.bɛ.tə.ʁe
quolibèteraient;kɔ.li.bɛ.tə.ʁɛ
quolibèterais;kɔ.li.bɛ.tə.ʁɛ
quolibèterait;kɔ.li.bɛ.tə.ʁɛ
quolibèteras;kɔ.li.bɛ.tə.ʁa
quolibèterez;kɔ.li.bɛ.tə.ʁe
quolibèteriez;kɔ.li.bɛ.tə.ʁje
quolibèterions;kɔ.li.bɛ.tə.ʁjɔ̃
quolibèterons;kɔ.li.bɛ.tə.ʁɔ̃
quolibèteront;kɔ.li.bɛ.tə.ʁɔ̃
quolibètes;kɔ.li.bɛt
quolibétâmes;kɔ.li.be.tam
quolibétât;kɔ.li.be.ta
quolibétâtes;kɔ.li.be.tat
quolibétèrent;kɔ.li.be.tɛʁ
quolibété;kɔ.li.be.te
quolibétée;kɔ.li.be.te
quolibétées;kɔ.li.be.te
quolibétés;kɔ.li.be.te
quolibéta;kɔ.li.be.ta
quolibétai;kɔ.li.be.te
quolibétaient;kɔ.li.be.tɛ
quolibétais;kɔ.li.be.tɛ
quolibétait;kɔ.li.be.tɛ
quolibétant;kɔ.li.be.tɑ̃
quolibétas;kɔ.li.be.ta
quolibétasse;kɔ.li.be.tas
quolibétassent;kɔ.li.be.tas
quolibétasses;kɔ.li.be.tas
quolibétassiez;kɔ.li.be.ta.sje
quolibétassions;kɔ.li.be.ta.sjɔ̃
quolibéter;kɔ.li.be.te
quolibétera;kɔ.li.bɛ.tə.ʁa
quolibéterai;kɔ.li.bɛ.tə.ʁe
quolibéteraient;kɔ.li.bɛ.tə.ʁɛ
quolibéterais;kɔ.li.bɛ.tə.ʁɛ
quolibéterait;kɔ.li.bɛ.tə.ʁɛ
quolibéteras;kɔ.li.bɛ.tə.ʁa
quolibéterez;kɔ.li.bɛ.tə.ʁe
quolibéteriez;kɔ.li.bɛ.tə.ʁje
quolibéterions;kɔ.li.bɛ.tə.ʁjɔ̃
quolibéterons;kɔ.li.bɛ.tə.ʁɔ̃
quolibéteront;kɔ.li.bɛ.tə.ʁɔ̃
quolibétez;kɔ.li.be.te
quolibétier;kɔ.li.be.tje
quolibétiez;kɔ.li.be.tje
quolibétions;kɔ.li.be.tjɔ̃
quolibétons;kɔ.li.be.tɔ̃
quolibet;kɔ.li.bɛ
quolibets;kɔ.li.bɛ
quorum;kɔ.ʁɔm
quorums;kɔ.ʁɔm
quota;kɔ.ta
quotas;kɔ.ta
quote;kwot
quoter;kwo.te
quotidian;kɔ.pi.ʁajt
quotidiano;ka.zi
quotidien;kɔ.ti.djɛ̃
quotidienne;kɔ.ti.djɛn
quotidiennement;kɔ.ti.djɛn.mɑ̃
quotidiennes;kɔ.ti.djɛn
quotidienneté;kɔ.ti.djɛn.te
quotidiennetés;kø.taʁ
quotidiens;kɔ.ti.djɛ̃
quotient;kɔ.sjɑ̃
quotientielle;kɔ.sjɑ̃.sjɛl
quotientielles;kɔ.sjɑ̃.sjɛl
quotientiels;kɔ.sjɑ̃.sjɛl
quotients;kɔ.sjɑ̃
quotité;kɔ.ti.te
quottâmes;kɔ.tam
quottât;kɔ.ta
quottâtes;kɔ.tat
quottèrent;kɔ.tɛʁ
quotté;kɔ.te
quotta;kɔ.ta
quottai;kɔ.te
quottaient;kɔ.tɛ
quottais;kɔ.tɛ
quottait;kɔ.tɛ
quottant;kɔ.tɑ̃
quottas;kɔ.ta
quottasse;kɔ.tas
quottassent;kɔ.tas
quottasses;kɔ.tas
quottassiez;kɔ.ta.sje
quottassions;kɔ.ta.sjɔ̃
quotte;kɔt
quottement;kɔ.tə.mɑ̃
quottent;kɔt
quotter;kɔ.te
quottera;kɔ.tə.ʁa
quotterai;kɔ.tə.ʁe
quotteraient;kɔ.tə.ʁɛ
quotterais;kɔ.tə.ʁɛ
quotterait;kɔ.tə.ʁɛ
quotteras;kɔ.tə.ʁa
quotterez;kɔ.tə.ʁe
quotteriez;kɔ.tə.ʁje
quotterions;kɔ.tə.ʁjɔ̃
quotterons;kɔ.tə.ʁɔ̃
quotteront;kɔ.tə.ʁɔ̃
quottes;kɔt
quottez;kɔ.te
quottiez;kɔ.tje
quottions;kɔ.tjɔ̃
quottons;kɔ.tɔ̃
qutbisme;kyt.bism
qutbismes;kyt.bism
qutbiste;kyt.bist
qutbistes;kyt.bist
qwerty;kwɛʁ.ti
