Fès;fɛs
fourreur;fu.ʁœʁ
fourreurs;fu.ʁœʁ
fourreuse;fu.ʁøz
fourreuses;fu.ʁøz
fourrez;fu.ʁe
fourrière;fu.ʁjɛʁ
fourrier;fu.ʁje
fourriers;fu.ʁje
fourriez;fu.ʁje
fourrions;fu.ʁjɔ̃
fourrons;fu.ʁɔ̃
fourrure;fu.ʁyʁ
fourrures;fu.ʁyʁ
fours;fuʁ
fourteenth;fʁaɡ.mɑ̃.ta.sjɔ̃
fourths;fʁaɡ.mɑ̃.ta.sjɔ̃
fourvoie;fuʁ.vwa
fourvoiemens;fuʁ.vwa.mɑ̃
fourvoiement;fuʁ.vwa.mɑ̃
fourvoiements;fuʁ.vwa.mɑ̃
fourvoient;fuʁ.vwa
fourvoiera;fuʁ.vwa.ʁa
fourvoierai;fuʁ.vwa.ʁe
fourvoieraient;fuʁ.vwa.ʁɛ
fourvoierais;fuʁ.vwa.ʁɛ
fourvoierait;fuʁ.vwa.ʁɛ
fourvoieras;fuʁ.vwa.ʁa
fourvoierez;fuʁ.vwa.ʁe
fourvoieriez;fuʁ.vwa.ʁje
fourvoierions;fuʁ.vwa.ʁjɔ̃
fourvoierons;fuʁ.vwa.ʁɔ̃
fourvoieront;fuʁ.vwa.ʁɔ̃
fourvoies;fuʁ.vwa
fourvoyâmes;fuʁ.vwa.jam
fourvoyât;fuʁ.vwa.jas
fourvoyâtes;fuʁ.vwa.ja
fourvoyèrent;fuʁ.vwa.ja
fourvoyé;fu.dʁwa.ʁje
fourvoyée;fuʁ.vwa.je
fourvoyées;fuʁ.vwa.je
fourvoyés;fuʁ.vwa.je
fourvoya;fuʁ.vwa.ja
fourvoyai;fuʁ.vwa.je
fourvoyaient;fuʁ.vwa.jɛ
fourvoyais;fuʁ.vwa.jɛ
fourvoyait;fuʁ.vwa.jɛ
fourvoyant;fuʁ.vwa.jɑ̃
fourvoyas;fuʁ.vwa.ja
fourvoyasse;fuʁ.vwa.ʁɔ̃
fourvoyassent;fuʁ.vwa.jas
fourvoyasses;fuʁ.vwa.jas
fourvoyassiez;fuʁ.vwa.jas
fourvoyassions;fuʁ.vwa.jas
fourvoyer;fuʁ.vwa.je
fourvoyez;fuʁ.vwa
fourvoyiez;fuʁ.vwa.je
fourvoyions;fuʁ.vwa.jɔ̃
fourvoyons;fuʁ.vwa
fous;fu
foussoie;fu.swa
foussoient;fu.swa
foussoiera;fu.swa.ʁa
foussoierai;fu.swa.ʁe
foussoieraient;fu.swa.ʁɛ
foussoierais;fu.swa.ʁɛ
foussoierait;fu.swa.ʁɛ
foussoieras;fu.swa.ʁa
foussoierez;fu.swa.ʁe
foussoieriez;fu.swa.ʁje
foussoierions;fu.swa.ʁjɔ̃
foussoierons;fu.swa.ʁɔ̃
foussoieront;fu.swa.ʁɔ̃
foussoies;fu.swa
foussoyâmes;fu.swa.jam
foussoyât;fu.swa.ja
foussoyâtes;fu.swa.jat
foussoyèrent;fu.swa.jɛʁ
foussoyé;fu.swa.je
foussoyée;fu.swa.je
foussoyées;fu.swa.je
foussoyés;fu.swa.je
foussoya;fu.swa.ja
foussoyai;fu.swa.je
foussoyaient;fu.swa.jɛ
foussoyais;fu.swa.jɛ
foussoyait;fu.swa.jɛ
foussoyant;fu.swa.jɑ̃
foussoyas;fu.swa.ja
foussoyasse;fu.swa.jas
foussoyassent;fu.swa.jas
foussoyasses;fu.swa.jas
foussoyassiez;fu.swa.ja.sje
foussoyassions;fu.swa.ja.sjɔ̃
foussoyer;fu.swa.je
foussoyez;fu.swa.je
foussoyiez;fu.swa.je
foussoyions;fu.swa.jɔ̃
foussoyons;fu.swa.jɔ̃
foutîmes;fu.tim
foutît;fu.ti
foutîtes;fu.tit
fout;fi
fouta;fu.ta
foutage;fu.taʒ
foutaient;fu.tɛ
foutais;fu.tɛ
foutaise;fu.tɛz
foutaises;fu.tɛz
foutait;fu.tɛ
foutanien;fu.ta.njɛ̃
foutanienne;fu.ta.njɛn
foutant;fu.tɑ̃
foute;fut
foutent;fut
fouteries;fut.ʁi
foutes;fut
fouteurs;fu.tœʁ
fouteuse;fu.tøz
fouteuses;fu.tøz
foutez;fu.te
foutiez;fu.tje
foutimaçâmes;fu.ti.ma.sam
foutimaçât;fu.ti.ma.sa
foutimaçâtes;fu.ti.ma.sat
foutimaça;fu.ti.ma.sa
foutimaçai;fu.ti.ma.se
foutimaçaient;fu.ti.ma.sɛ
foutimaçais;fu.ti.ma.sɛ
foutimaçait;fu.ti.ma.sɛ
foutimaçant;fu.ti.ma.sɑ̃
foutimaças;fu.ti.ma.sa
foutimaçasse;fu.ti.ma.sas
foutimaçassent;fu.ti.ma.sas
foutimaçasses;fu.ti.ma.sas
foutimaçassiez;fu.ti.ma.sa.sje
foutimaçassions;fu.ti.ma.sa.sjɔ̃
foutimaçons;fu.ti.ma.sɔ̃
foutimacèrent;fu.ti.ma.sɛʁ
foutimacé;fu.ti.ma.se
foutimacée;fu.ti.ma.se
foutimacées;fu.ti.ma.se
foutimacés;fu.ti.ma.se
foutimace;fu.ti.mas
foutimacent;fu.ti.mas
foutimacer;fu.ti.ma.se
foutimacera;fu.ti.ma.sə.ʁa
foutimacerai;fu.ti.ma.sə.ʁe
foutimaceraient;fu.ti.ma.sə.ʁɛ
foutimacerais;fu.ti.ma.sə.ʁɛ
foutimacerait;fu.ti.ma.sə.ʁɛ
foutimaceras;fu.ti.ma.sə.ʁa
foutimacerez;fu.ti.ma.sə.ʁe
foutimaceriez;fu.ti.ma.sə.ʁje
foutimacerions;fu.ti.ma.sə.ʁjɔ̃
foutimacerons;fu.ti.ma.sə.ʁɔ̃
foutimaceront;fu.ti.ma.sə.ʁɔ̃
foutimaces;fu.ti.mas
foutimacez;fu.ti.ma.se
foutimaciez;fu.ti.ma.sje
foutimacions;fu.ti.ma.sjɔ̃
foutimassâmes;fu.ti.ma.sam
foutimassât;fu.ti.ma.sa
foutimassâtes;fu.ti.ma.sat
foutimassèrent;fu.ti.ma.sɛʁ
foutimassé;fu.ti.ma.se
foutimassée;fu.ti.ma.se
foutimassées;fu.ti.ma.se
foutimassés;fu.ti.ma.se
foutimassa;fu.ti.ma.sa
foutimassai;fu.ti.ma.se
foutimassaient;fu.ti.ma.sɛ
foutimassais;fu.ti.ma.sɛ
foutimassait;fu.ti.ma.sɛ
foutimassant;fu.ti.ma.sɑ̃
foutimassas;fu.ti.ma.sa
foutimassasse;fu.ti.ma.sas
foutimassassent;fu.ti.ma.sas
foutimassasses;fu.ti.ma.sas
foutimassassiez;fu.ti.ma.sa.sje
foutimassassions;fu.ti.ma.sa.sjɔ̃
foutimasse;fu.ti.mas
foutimassent;fu.ti.mas
foutimasser;fu.ti.ma.se
foutimassera;fu.ti.ma.sə.ʁa
foutimasserai;fu.ti.ma.sə.ʁe
foutimasseraient;fu.ti.ma.sə.ʁɛ
foutimasserais;fu.ti.ma.sə.ʁɛ
foutimasserait;fu.ti.ma.sə.ʁɛ
foutimasseras;fu.ti.ma.sə.ʁa
foutimasserez;fu.ti.ma.sə.ʁe
foutimasseriez;fu.ti.ma.sə.ʁje
foutimasserions;fu.ti.ma.sə.ʁjɔ̃
foutimasserons;fu.ti.ma.sə.ʁɔ̃
foutimasseront;fu.ti.ma.sə.ʁɔ̃
foutimasses;fu.ti.mas
foutimassez;fu.ti.ma.se
foutimassiez;fu.ti.ma.sje
foutimassions;fu.ti.ma.sjɔ̃
foutimassons;fu.ti.ma.sɔ̃
foutinnabulâmes;fu.ti.na.by.lam
foutinnabulât;fu.ti.na.by.la
foutinnabulâtes;fu.ti.na.by.lat
foutinnabulèrent;fu.ti.na.by.lɛʁ
foutinnabulé;fu.ti.na.by.le
foutinnabula;fu.ti.na.by.la
foutinnabulai;fu.ti.na.by.le
foutinnabulaient;fu.ti.na.by.lɛ
foutinnabulais;fu.ti.na.by.lɛ
foutinnabulait;fu.ti.na.by.lɛ
foutinnabulant;fu.ti.na.by.lɑ̃
foutinnabulas;fu.ti.na.by.la
foutinnabulasse;fu.ti.na.by.las
foutinnabulassent;fu.ti.na.by.las
foutinnabulasses;fu.ti.na.by.las
foutinnabulassiez;fu.ti.na.by.la.sje
foutinnabulassions;fu.ti.na.by.la.sjɔ̃
foutinnabule;fu.ti.na.byl
foutinnabulent;fu.ti.na.byl
foutinnabuler;fu.ti.na.by.le
foutinnabulera;fu.ti.na.by.lə.ʁa
foutinnabulerai;fu.ti.na.by.lə.ʁe
foutinnabuleraient;fu.ti.na.by.lə.ʁɛ
foutinnabulerais;fu.ti.na.by.lə.ʁɛ
foutinnabulerait;fu.ti.na.by.lə.ʁɛ
foutinnabuleras;fu.ti.na.by.lə.ʁa
foutinnabulerez;fu.ti.na.by.lə.ʁe
foutinnabuleriez;fu.ti.na.by.lə.ʁje
foutinnabulerions;fu.ti.na.by.lə.ʁjɔ̃
foutinnabulerons;fu.ti.na.by.lə.ʁɔ̃
foutinnabuleront;fu.ti.na.by.lə.ʁɔ̃
foutinnabules;fu.ti.na.byl
foutinnabulez;fu.ti.na.by.le
foutinnabuliez;fu.ti.na.by.lje
foutinnabulions;fu.ti.na.by.ljɔ̃
foutinnabulons;fu.ti.na.by.lɔ̃
foutions;fu.tjɔ̃
foutirent;fu.tiʁ
foutis;fu.ti
foutisse;fu.tis
foutissent;fu.tis
foutisses;fu.tis
foutissiez;fu.ti.sje
foutissions;fu.ti.sjɔ̃
foutit;fu.ti
foutoir;fu.twaʁ
foutoirs;fu.twaʁ
foutons;fu.tɔ̃
foutou;fu.tu
foutous;fu.tu
foutra;fut.ʁa
foutrai;fut.ʁɛ
foutraient;fut.ʁɛ
foutraillâmes;fu.tʁa.jam
foutraillât;fu.tʁa.ja
foutraillâtes;fu.tʁa.jat
foutraillèrent;fu.tʁa.jɛʁ
foutraillé;fu.tʁa.je
foutraillée;fu.tʁa.je
foutraillées;fu.tʁa.je
foutraillés;fu.tʁa.je
foutrailla;fu.tʁa.ja
foutraillai;fu.tʁa.je
foutraillaient;fu.tʁa.jɛ
foutraillais;fu.tʁa.jɛ
foutraillait;fu.tʁa.jɛ
foutraillant;fu.tʁa.jɑ̃
foutraillas;fu.tʁa.ja
foutraillasse;fu.tʁa.jas
foutraillassent;fu.tʁa.jas
foutraillasses;fu.tʁa.jas
foutraillassiez;fu.tʁa.ja.sje
foutraillassions;fu.tʁa.ja.sjɔ̃
foutraille;fu.tʁaj
foutraillent;fu.tʁaj
foutrailler;fu.tʁɑ.je
foutraillera;fu.tʁa.jə.ʁa
foutraillerai;fu.tʁa.jə.ʁe
foutrailleraient;fu.tʁa.jə.ʁɛ
foutraillerais;fu.tʁa.jə.ʁɛ
foutraillerait;fu.tʁa.jə.ʁɛ
foutrailleras;fu.tʁa.jə.ʁa
foutraillerez;fu.tʁa.jə.ʁe
foutrailleriez;fu.tʁa.jə.ʁje
foutraillerions;fu.tʁa.jə.ʁjɔ̃
foutraillerons;fu.tʁa.jə.ʁɔ̃
foutrailleront;fu.tʁa.jə.ʁɔ̃
foutrailles;fu.tʁaj
foutraillez;fu.tʁa.je
foutrailliez;fu.tʁa.je
foutraillions;fu.tʁa.jɔ̃
foutraillons;fu.tʁa.jɔ̃
foutrais;fut.ʁɛ
foutrait;fut.ʁɛ
foutrale;fu.tʁal
foutrales;ɛk.stʁɛ.mɔ.ʁjɑ̃.to
foutraque;futʁak
foutras;fut.ʁa
foutrassâmes;fu.tʁa.sam
foutrassât;fu.tʁa.sa
foutrassâtes;fu.tʁa.sat
foutrassèrent;fu.tʁa.sɛʁ
foutrassé;fu.tʁa.se
foutrassée;fu.tʁa.se
foutrassées;fu.tʁa.se
foutrassés;fu.tʁa.se
foutrassa;fu.tʁa.sa
foutrassai;fu.tʁa.se
foutrassaient;fu.tʁa.sɛ
foutrassais;fu.tʁa.sɛ
foutrassait;fu.tʁa.sɛ
foutrassant;fu.tʁa.sɑ̃
foutrassas;fu.tʁa.sa
foutrassasse;fu.tʁa.sas
foutrassassent;fu.tʁa.sas
foutrassasses;fu.tʁa.sas
foutrassassiez;fu.tʁa.sa.sje
foutrassassions;fu.tʁa.sa.sjɔ̃
foutrasse;fu.tʁas
foutrassent;fu.tʁas
foutrasser;fu.tʁa.se
foutrassera;fu.tʁa.sə.ʁa
foutrasserai;fu.tʁa.sə.ʁe
foutrasseraient;fu.tʁa.sə.ʁɛ
foutrasserais;fu.tʁa.sə.ʁɛ
foutrasserait;fu.tʁa.sə.ʁɛ
foutrasseras;fu.tʁa.sə.ʁa
foutrasserez;fu.tʁa.sə.ʁe
foutrasseriez;fu.tʁa.sə.ʁje
foutrasserions;fu.tʁa.sə.ʁjɔ̃
foutrasserons;fu.tʁa.sə.ʁɔ̃
foutrasseront;fu.tʁa.sə.ʁɔ̃
foutrasses;fu.tʁas
foutrassez;fu.tʁa.se
foutrassiez;fu.tʁa.sje
foutrassions;fu.tʁa.sjɔ̃
foutrassons;fu.tʁa.sɔ̃
foutraux;ɛk.stʁɛ.mɔ.ʁjɑ̃.to
foutre;futʁ
foutreciel;fu.tʁə.sjɛl
foutrement;fu.tʁə.mɑ̃
foutrez;fut.ʁe
foutriez;fu.tʁje
foutrions;fu.tʁjɔ̃
foutriquâmes;fu.tʁi.kam
foutriquât;fu.tʁi.ka
foutriquâtes;fu.tʁi.kat
foutriquèrent;fu.tʁi.kɛʁ
foutriqué;fu.tʁi.ke
foutriquée;fu.tʁi.ke
foutriquées;fu.tʁi.ke
foutriqués;fu.tʁi.ke
foutriqua;fu.tʁi.ka
foutriquai;fu.tʁi.ke
foutriquaient;fu.tʁi.kɛ
foutriquais;fu.tʁi.kɛ
foutriquait;fu.tʁi.kɛ
foutriquant;fu.tʁi.kɑ̃
foutriquas;fu.tʁi.ka
foutriquasse;fu.tʁi.kas
foutriquassent;fu.tʁi.kas
foutriquasses;fu.tʁi.kas
foutriquassiez;fu.tʁi.ka.sje
foutriquassions;fu.tʁi.ka.sjɔ̃
foutrique;fu.tʁik
foutriquent;fu.tʁik
foutriquer;fu.tʁi.ke
foutriquera;fu.tʁi.kə.ʁa
foutriquerai;fu.tʁi.kə.ʁe
foutriqueraient;fu.tʁi.kə.ʁɛ
foutriquerais;fu.tʁi.kə.ʁɛ
foutriquerait;fu.tʁi.kə.ʁɛ
foutriqueras;fu.tʁi.kə.ʁa
foutriquerez;fu.tʁi.kə.ʁe
foutriqueriez;fu.tʁi.kə.ʁje
foutriquerions;fu.tʁi.kə.ʁjɔ̃
foutriquerons;fu.tʁi.kə.ʁɔ̃
foutriqueront;fu.tʁi.kə.ʁɔ̃
foutriques;fu.tʁik
foutriquet;fu.tʁi.kɛ
foutriquets;fu.tʁi.kɛ
foutriquez;fu.tʁi.ke
foutriquiez;fu.tʁi.kje
foutriquions;fu.tʁi.kjɔ̃
foutriquons;fu.tʁi.kɔ̃
foutrons;fut.ʁɔ̃
foutront;fut.ʁɔ̃
foutue;fu.ty
foutues;fu.ty
foutument;fu.ty.mɑ̃
foutus;fu.ty
fovéa;fɔ.ve.a
fovéal;fɔ.ve.al
fovéale;fɔ.ve.al
fovéales;fɔ.ve.al
fovéaux;fɔ.ve.o
fovéolé;fɔ.ve.ɔ.e
foveiforme;fo.ve.i.fɔʁm
foveiformes;fo.ve.i.fɔʁm
fovic;fɔ.vik
fowleries;fu.ɡas
foxâmes;fɔk.sam
foxât;fɔk.sa
foxâtes;fɔk.sat
foxèrent;fɔk.sɛʁ
foxé;fɔ.kse
foxée;fɔk.se
foxées;fɔk.se
foxés;fɔk.se
fox;foks
foxa;fɔk.sa
foxai;fɔk.se
foxaient;fɔk.sɛ
foxais;fɔk.sɛ
foxait;fɔk.sɛ
foxant;fɔk.sɑ̃
foxas;fɔk.sa
foxasse;fɔk.sas
foxassent;fɔk.sas
foxasses;fɔk.sas
foxassiez;fɔk.sa.sje
foxassions;fɔk.sa.sjɔ̃
foxe;fɔks
foxed;fʁi.buʁ
foxent;fɔks
foxer;fɔk.se
foxera;fɔk.sə.ʁa
foxerai;fɔk.sə.ʁe
foxeraient;fɔk.sə.ʁɛ
foxerais;fɔk.sə.ʁɛ
foxerait;fɔk.sə.ʁɛ
foxeras;fɔk.sə.ʁa
foxerez;fɔk.sə.ʁe
foxeriez;fɔk.sə.ʁje
foxerions;fɔk.sə.ʁjɔ̃
foxerons;fɔk.sə.ʁɔ̃
foxeront;fɔk.sə.ʁɔ̃
foxes;fɔks
foxez;fɔk.se
foxiez;fɔk.sje
foxions;fɔk.sjɔ̃
foxo;fɔʁ
foxons;fɔk.sɔ̃
foxtrot;fɔks.tʁɔt
foxtrottâmes;fɔks.tʁɔ.tam
foxtrottât;fɔks.tʁɔ.ta
foxtrottâtes;fɔks.tʁɔ.tat
foxtrottèrent;fɔks.tʁɔ.tɛʁ
foxtrotté;fɔks.tʁɔ.te
foxtrotta;fɔks.tʁɔ.ta
foxtrottai;fɔks.tʁɔ.te
foxtrottaient;fɔks.tʁɔ.tɛ
foxtrottais;fɔks.tʁɔ.tɛ
foxtrottait;fɔks.tʁɔ.tɛ
foxtrottant;fɔks.tʁɔ.tɑ̃
foxtrottas;fɔks.tʁɔ.ta
foxtrottasse;fɔks.tʁɔ.tas
foxtrottassent;fɔks.tʁɔ.tas
foxtrottasses;fɔks.tʁɔ.tas
foxtrottassiez;fɔks.tʁɔ.ta.sje
foxtrottassions;fɔks.tʁɔ.ta.sjɔ̃
foxtrotte;fɔks.tʁɔt
foxtrottent;fɔks.tʁɔt
foxtrotter;fɔks.tʁɔ.te
foxtrottera;fɔks.tʁɔ.tə.ʁa
foxtrotterai;fɔks.tʁɔ.tə.ʁe
foxtrotteraient;fɔks.tʁɔ.tə.ʁɛ
foxtrotterais;fɔks.tʁɔ.tə.ʁɛ
foxtrotterait;fɔks.tʁɔ.tə.ʁɛ
foxtrotteras;fɔks.tʁɔ.tə.ʁa
foxtrotterez;fɔks.tʁɔ.tə.ʁe
foxtrotteriez;fɔks.tʁɔ.tə.ʁje
foxtrotterions;fɔks.tʁɔ.tə.ʁjɔ̃
foxtrotterons;fɔks.tʁɔ.tə.ʁɔ̃
foxtrotteront;fɔks.tʁɔ.tə.ʁɔ̃
foxtrottes;fɔks.tʁɔt
foxtrottez;fɔks.tʁɔ.te
foxtrottiez;fɔks.tʁɔ.tje
foxtrottions;fɔks.tʁɔ.tjɔ̃
foxtrottons;fɔks.tʁɔ.tɔ̃
foyard;fwa.jaʁ
foyards;fwa.jaʁ
foyer;fwa.je
foyers;fwa.je
foyeto;fɔ.fɔ
frâlâmes;fʁɑ.lam
frâlât;fʁɑ.la
frâlâtes;fʁɑ.lat
frâlèrent;fʁɑ.lɛʁ
frâlé;fʁɑ.le
frâlée;fʁɑ.le
frâlées;fʁɑ.le
frâlés;fʁɑ.le
frâla;fʁɑ.la
frâlai;fʁɑ.le
frâlaient;fʁɑ.lɛ
frâlais;fʁɑ.lɛ
frâlait;fʁɑ.lɛ
frâlant;fʁɑ.lɑ̃
frâlas;fʁɑ.la
frâlasse;fʁɑ.las
frâlassent;fʁɑ.las
frâlasses;fʁɑ.las
frâlassiez;fʁɑ.la.sje
frâlassions;fʁɑ.la.sjɔ̃
frâle;fʁɑl
frâlent;fʁɑl
frâler;fʁɑ.le
frâlera;fʁɑ.lə.ʁa
frâlerai;fʁɑ.lə.ʁe
frâleraient;fʁɑ.lə.ʁɛ
frâlerais;fʁɑ.lə.ʁɛ
frâlerait;fʁɑ.lə.ʁɛ
frâleras;fʁɑ.lə.ʁa
frâlerez;fʁɑ.lə.ʁe
frâleriez;fʁɑ.lə.ʁje
frâlerions;fʁɑ.lə.ʁjɔ̃
frâlerons;fʁɑ.lə.ʁɔ̃
frâleront;fʁɑ.lə.ʁɔ̃
frâles;fʁɑl
frâlez;fʁɑ.le
frâliez;fʁɑ.lje
frâlions;fʁɑ.ljɔ̃
frâlons;fʁɑ.lɔ̃
frè;fʁaz
frère;fʁɛʁ
frèt;fʁaz
frète;fʁɛt
frètemens;fʁɛt.mɑ̃
frètement;fʁɛt.mɑ̃
frètements;fʁɛt.mɑ̃
frètent;fʁɛt
frètera;fʁɛ.tə.ʁa
frèterai;fʁɛ.tə.ʁe
frèteraient;fʁɛ.tə.ʁɛ
frèterais;fʁɛ.tə.ʁɛ
frèterait;fʁɛ.tə.ʁɛ
frèteras;fʁɛ.tə.ʁa
frèterez;fʁɛ.tə.ʁe
frèteriez;fʁɛ.tə.ʁje
frèterions;fʁɛ.tə.ʁjɔ̃
frèterons;fʁɛ.tə.ʁɔ̃
frèteront;fʁɛ.tə.ʁɔ̃
frètes;fʁɛt
frèze;fʁɛz
frèzes;fʁə.dɔ̃
frécinette;fʁe.si.nɛt
frédéric;fʁe.de.ʁik
frégatâmes;fʁe.ɡa.tam
frégatât;fʁe.ɡa.ta
frégatâtes;fʁe.ɡa.tat
frégatèrent;fʁe.ɡa.tɛʁ
frégaté;fʁe.ɡa.te
frégatée;fʁe.ɡa.te
frégatées;fʁe.ɡa.te
frégatés;fʁe.ɡa.te
frégata;fʁe.ɡa.ta
frégatai;fʁe.ɡa.te
frégataient;fʁe.ɡa.tɛ
frégatais;fʁe.ɡa.tɛ
frégatait;fʁe.ɡa.tɛ
frégatant;fʁe.ɡa.tɑ̃
frégatas;fʁe.ɡa.ta
frégatasse;fʁe.ɡa.tas
frégatassent;fʁe.ɡa.tas
frégatasses;fʁe.ɡa.tas
frégatassiez;fʁe.ɡa.ta.sje
frégatassions;fʁe.ɡa.ta.sjɔ̃
frégate;fʁe.ɡat
frégatent;fʁe.ɡat
frégater;fʁe.ɡa.te
frégatera;fʁe.ɡa.tə.ʁa
frégaterai;fʁe.ɡa.tə.ʁe
frégateraient;fʁe.ɡa.tə.ʁɛ
frégaterais;fʁe.ɡa.tə.ʁɛ
frégaterait;fʁe.ɡa.tə.ʁɛ
frégateras;fʁe.ɡa.tə.ʁa
frégaterez;fʁe.ɡa.tə.ʁe
frégateriez;fʁe.ɡa.tə.ʁje
frégaterions;fʁe.ɡa.tə.ʁjɔ̃
frégaterons;fʁe.ɡa.tə.ʁɔ̃
frégateront;fʁe.ɡa.tə.ʁɔ̃
frégates;fʁe.ɡat
frégatez;fʁe.ɡa.te
frégatiez;fʁe.ɡa.tje
frégations;fʁe.ɡa.tjɔ̃
frégatons;fʁe.ɡa.tɔ̃
frégile;flu.ɛ
frélandais;fʁe.lɑ̃.dɛ
frémîmes;fʁe.mim
frémît;fʁe.mi
frémîtes;fʁe.mit
frémi;fʁe.mi
frémir;fʁe.miʁ
frémira;fʁe.mi.ʁa
frémirai;fʁe.mi.ʁe
frémiraient;fʁe.mi.ʁɛ
frémirais;fʁe.mi.ʁɛ
frémirait;fʁe.mi.ʁɛ
frémiras;fʁe.mi.ʁa
frémirent;fʁe.miʁ
frémirez;fʁe.mi.ʁe
frémiriez;fʁe.mi.ʁje
frémirions;fʁe.mi.ʁjɔ̃
frémirons;fʁe.mi.ʁɔ̃
frémiront;fʁe.mi.ʁɔ̃
frémis;fʁe.mi
frémissaient;fʁe.mi.sɛ
frémissais;fʁe.mi.sɛ
frémissait;fʁe.mi.sɛ
frémissant;fʁe.mi.sɑ̃
frémissante;fʁe.mi.sɑ̃t
frémissantes;fʁe.mi.sɑ̃t
frémissants;fʁe.mi.sɑ̃
frémisse;fʁe.mis
frémissemens;fʁe.mis.mɑ̃
frémissement;fʁe.mis.mɑ̃
frémissements;fʁe.mis.mɑ̃
frémissent;fʁe.mis
frémisses;fʁe.mis
frémissez;fʁe.mi.se
frémissiez;fʁe.mi.sje
frémissions;fʁe.mi.sjɔ̃
frémissons;fʁe.mi.sɔ̃
frémit;fʁe.mi
frémons;fʁe.mɔ̃
frémont;flu.ɛ
frémonts;fʁe.mɔ̃
frénésie;fʁe.ne.zi
frénésies;fʁe.ne.zi
frénétique;fʁe.ne.tik
frénétiquement;fʁe.ne.tik.mɑ̃
frénétiques;fʁə.dɔ̃
frénétisâmes;fʁe.ne.ti.zam
frénétisât;fʁe.ne.ti.za
frénétisâtes;fʁe.ne.ti.zat
frénétisèrent;fʁe.ne.ti.zɛʁ
frénétisé;fʁe.ne.ti.ze
frénétisée;fʁe.ne.ti.ze
frénétisées;fʁe.ne.ti.ze
frénétisés;fʁe.ne.ti.ze
frénétisa;fʁe.ne.ti.za
frénétisai;fʁe.ne.ti.ze
frénétisaient;fʁe.ne.ti.zɛ
frénétisais;fʁe.ne.ti.zɛ
frénétisait;fʁe.ne.ti.zɛ
frénétisant;fʁe.ne.ti.zɑ̃
frénétisas;fʁe.ne.ti.za
frénétisasse;fʁe.ne.ti.zas
frénétisassent;fʁe.ne.ti.zas
frénétisasses;fʁe.ne.ti.zas
frénétisassiez;fʁe.ne.ti.za.sje
frénétisassions;fʁe.ne.ti.za.sjɔ̃
frénétise;fʁe.ne.tiz
frénétisent;fʁe.ne.tiz
frénétiser;fʁe.ne.ti.ze
frénétisera;fʁe.ne.ti.zə.ʁa
frénétiserai;fʁe.ne.ti.zə.ʁe
frénétiseraient;fʁe.ne.ti.zə.ʁɛ
frénétiserais;fʁe.ne.ti.zə.ʁɛ
frénétiserait;fʁe.ne.ti.zə.ʁɛ
frénétiseras;fʁe.ne.ti.zə.ʁa
frénétiserez;fʁe.ne.ti.zə.ʁe
frénétiseriez;fʁe.ne.ti.zə.ʁje
frénétiserions;fʁe.ne.ti.zə.ʁjɔ̃
frénétiserons;fʁe.ne.ti.zə.ʁɔ̃
frénétiseront;fʁe.ne.ti.zə.ʁɔ̃
frénétises;fʁe.ne.tiz
frénétisez;fʁe.ne.ti.ze
frénétisiez;fʁe.ne.ti.zje
frénétisions;fʁe.ne.ti.zjɔ̃
frénétisons;fʁe.ne.ti.zɔ̃
fréon;fʁe.ɔ̃
fréons;fʁe.ɔ̃
fréquemment;fʁe.ka.mɑ̃
fréquence;fʁe.kɑ̃s
fréquences;fʁe.kɑ̃s
fréquentâmes;fʁe.kɑ̃.tam
fréquentât;fʁe.kɑ̃.ta
fréquentâtes;fʁe.kɑ̃.tat
fréquentèrent;fʁe.kɑ̃.tɛʁ
fréquenté;fʁe.kɑ̃.te
fréquentée;fʁe.kɑ̃.te
fréquentées;fʁe.kɑ̃.te
fréquentés;fʁe.kɑ̃.te
fréquent;fʁe.kɑ̃
fréquenta;fʁe.kɑ̃.ta
fréquentable;fʁe.kɑ̃.tabl
fréquentables;fʁe.kɑ̃.tabl
fréquentai;fʁe.kɑ̃.te
fréquentaient;fʁe.kɑ̃.tɛ
fréquentais;fʁe.kɑ̃.tɛ
fréquentait;fʁe.kɑ̃.tɛ
fréquentant;fʁe.kɑ̃.tɑ̃
fréquentas;fʁe.kɑ̃.ta
fréquentasse;fʁe.kɑ̃.tas
fréquentassent;fʁe.kɑ̃.tas
fréquentasses;fʁe.kɑ̃.tas
fréquentassiez;fʁe.kɑ̃.ta.sje
fréquentassions;fʁe.kɑ̃.ta.sjɔ̃
fréquentatif;fʁe.kɑ̃.ta.tif
fréquentatifs;fʁe.kɑ̃.ta.tif
fréquentation;fʁe.kɑ̃.ta.sjɔ̃
fréquentations;fʁe.kɑ̃.ta.sjɔ̃
fréquentative;fʁe.kɑ̃.ta.tiv
fréquentatives;fʁe.kɑ̃.ta.tiv
fréquente;fʁe.kɑ̃t
fréquentent;fʁe.kɑ̃t
fréquenter;fʁe.kɑ̃.te
fréquentera;fʁe.kɑ̃.tə.ʁa
fréquenterai;fʁe.kɑ̃.tə.ʁe
fréquenteraient;fʁe.kɑ̃.tə.ʁɛ
fréquenterais;fʁe.kɑ̃.tə.ʁɛ
fréquenterait;fʁe.kɑ̃.tə.ʁɛ
fréquenteras;fʁe.kɑ̃.tə.ʁa
fréquenterez;fʁe.kɑ̃.tə.ʁe
fréquenteriez;fʁe.kɑ̃.tə.ʁje
