Nàcher;ɛ.ɡɥi.jɔ.ɲe
noctambulasses;nɔk.tɑ̃.by.las
noctambulassiez;nɔk.tɑ̃.by.la.sje
noctambulassions;nɔk.tɑ̃.by.la.sjɔ̃
noctambule;nɔk.tɑ̃.byl
noctambulent;nɔk.tɑ̃.byl
noctambuler;nɔk.tɑ̃.by.le
noctambulera;nɔk.tɑ̃.by.lə.ʁa
noctambulerai;nɔk.tɑ̃.by.lə.ʁe
noctambuleraient;nɔk.tɑ̃.by.lə.ʁɛ
noctambulerais;nɔk.tɑ̃.by.lə.ʁɛ
noctambulerait;nɔk.tɑ̃.by.lə.ʁɛ
noctambuleras;nɔk.tɑ̃.by.lə.ʁa
noctambulerez;nɔk.tɑ̃.by.lə.ʁe
noctambuleriez;nɔk.tɑ̃.by.lə.ʁje
noctambulerions;nɔk.tɑ̃.by.lə.ʁjɔ̃
noctambulerons;nɔk.tɑ̃.by.lə.ʁɔ̃
noctambuleront;nɔk.tɑ̃.by.lə.ʁɔ̃
noctambules;nɔk.tɑ̃.byl
noctambulez;nɔk.tɑ̃.by.le
noctambuliez;nɔk.tɑ̃.by.lje
noctambulions;nɔk.tɑ̃.by.ljɔ̃
noctambulisme;nɔk.tɑ̃.by.lism
noctambulismes;nɔk.tɑ̃.by.lism
noctambulons;nɔk.tɑ̃.by.lɔ̃
noctiflore;nɔk.ti.flɔʁ
noctiflores;nɔk.ti.flɔʁ
noctilucent;nɔk.ti.ly.sɑ̃
noctiluque;nɔk.ti.lyk
noctiluques;nɔk.ti.lyk
noctiphobie;nɔk.ti.fɔ.bi
noctiphobies;nɔk.ti.fɔ.bi
noctuelle;nɔk.tɥɛl
noctuelles;nɔktɥɛl
noctule;nɔk.tyl
noctules;nɔk.tyl
nocturlabe;nɔk.tuʁ.lab
nocturlabes;nɔk.tuʁ.lab
nocturnal;nɔk.tyʁ.nal
nocturnalité;nɔk.tyʁ.na.li.te
nocturne;nɔk.tyʁn
nocturnité;nɔk.tyʁ.ni.te
nocuité;nɔ.kɥi.te
nocuités;nɔk.tɑ̃.by.lism
nodales;nɔ.dal
nodar;nɔ.se
nodare;niks
node;nɔbl
nodi;nø.tʁal
nodicole;nɔ.bi.li.te
nodosité;nɔ.dɔ.zi.te
nodosités;nɔ.dɔ.zi.te
nodositate;ɛ̃.bi.ta.bi.li.te
nodositatem;ɛ̃.bi.ta.bi.li.te
nodositates;ɛ̃.bi.ta.bi.li.te
nodositati;ɛ̃.bi.ta.bi.li.te
nodositatibus;ɛ̃.bi.ta.bi.li.te
nodositatis;ɛ̃.bi.ta.bi.li.te
nodositatum;ɛ̃.bi.ta.bi.li.te
nodulaire;nɔ.dy.lɛʁ
nodulaires;nɔ.dy.lɛʁ
nodule;nɔ.dyl
nodules;nɔ.dyl
noduleux;nɔ.dy.lø
nodulose;nɔ.dy.loz
noduloses;nɔ.dy.loz
nodus;nɔ.dys
noegje;no
noer;nɔ.e
noga;ni.kɛl
nogal;nje
nogueira;na.ta
noia;nɔbl
noich;nwaʃ
noie;nwa
noient;nwa
noiera;nwa.ʁa
noierai;nwa.ʁe
noieraient;nwa.ʁɛ
noierais;nwa.ʁɛ
noierait;nwa.ʁɛ
noieras;nwa.ʁa
noierez;nwa.ʁe
noieriez;nwa.ʁje
noierions;nwa.ʁjɔ̃
noierons;nwa.ʁɔ̃
noieront;nwa.ʁɔ̃
noies;nwa
noinante;nwa.nɑ̃t
noirâtre;nwa.ʁatʁ
noirâtres;nɔk.tɑ̃.by.lism
noir;nwaʁ
noiraud;nwa.ʁo
noiraude;nwa.ʁɔd
noiraudes;nwa.ʁɔd
noirauds;nwa.ʁɔ
noircîmes;nwaʁ.sim
noircît;nwaʁ.si
noircîtes;nwaʁ.sit
noirceur;nwaʁ.sœʁ
noirceurs;nwaʁ.sœʁ
noirci;nwaʁ.si
noircie;nwaʁ.si
noircies;nwaʁ.si
noircir;nwaʁ.siʁ
noircira;nwaʁ.si.ʁa
noircirai;nwaʁ.si.ʁe
noirciraient;nwaʁ.si.ʁɛ
noircirais;nwaʁ.si.ʁɛ
noircirait;nwaʁ.si.ʁɛ
noirciras;nwaʁ.si.ʁa
noircirent;nwaʁ.siʁ
noircirez;nwaʁ.si.ʁe
noirciriez;nwaʁ.si.ʁje
noircirions;nwaʁ.si.ʁjɔ̃
noircirons;nwaʁ.si.ʁɔ̃
noirciront;nwaʁ.si.ʁɔ̃
noircis;nwaʁ.si
noircissaient;nwaʁ.si.sɛ
noircissais;nwaʁ.si.sɛ
noircissait;nwaʁ.si.sɛ
noircissant;nwaʁ.si.sɑ̃
noircisse;nwaʁ.sis
noircissement;nwaʁ.sis.mɑ̃
noircissements;nwaʁ.sis.mɑ̃
noircissent;nwaʁ.sis
noircisses;nwaʁ.sis
noircissez;nwaʁ.si.se
noircissiez;nwaʁ.si.sje
noircissions;nwaʁ.si.sjɔ̃
noircissons;nwaʁ.si.sɔ̃
noircissure;niv.lœʁ
noircit;nwaʁ.si
noire;nwaʁ
noires;nwaʁ
noiridor;ɛ̃.fʁa.pa.ʒi.no
noirigar;ɛ̃.fʁa.pa.ʒi.no
noirir;ɛ̃.fʁa.pa.ʒi.no
noise;nwaz
noiseraie;nwaz.ʁɛ
noiseraies;nwaz.ʁɛ
noises;nwaz
noisetier;nwaz.tje
noisetiers;nwaz.tje
noisette;nwa.zɛt
noisettes;nwa.zɛt
noiseuse;nwa.zøz
noiseuses;nwa.zøz
noite;na.ta
noiva;na.ta
noivo;na.ta
noix;nwɑ
nojo;na.ta
nokialbatrossi;ɛ̃.dus.tɑ̃
nolanées;nɔ.la.ne
nolanacées;nɔ.la.na.se
nolente;nɔ.se
nolifer;nɔ.laj.fe
nolisâmes;nɔ.li.zam
nolisât;nɔ.li.za
nolisâtes;nɔ.li.zat
nolisèrent;nɔ.li.zɛʁ
nolisé;nɔ.li.ze
nolisée;nɔ.li.ze
nolisées;nɔ.li.ze
nolisés;nɔ.li.ze
nolis;nɔ.li
nolisa;nɔ.li.za
nolisage;no.li.za.ʒə
nolisages;nɔk.tɑ̃.by.lism
nolisai;nɔ.li.ze
nolisaient;nɔ.li.zɛ
nolisais;nɔ.li.zɛ
nolisait;nɔ.li.zɛ
nolisant;nɔ.li.zɑ̃
nolisas;nɔ.li.za
nolisasse;nɔ.li.zas
nolisassent;nɔ.li.zas
nolisasses;nɔ.li.zas
nolisassiez;nɔ.li.za.sje
nolisassions;nɔ.li.za.sjɔ̃
nolisateur;nɔ.li.za.tœʁ
nolise;nɔ.liz
nolisement;nɔ̃.kɔ̃.fɔʁ.mist
nolisent;nɔ.liz
noliser;nɔ.li.ze
nolisera;nɔ.li.zə.ʁa
noliserai;nɔ.li.zə.ʁe
noliseraient;nɔ.li.zə.ʁɛ
noliserais;nɔ.li.zə.ʁɛ
noliserait;nɔ.li.zə.ʁɛ
noliseras;nɔ.li.zə.ʁa
noliserez;nɔ.li.zə.ʁe
noliseriez;nɔ.li.zə.ʁje
noliserions;nɔ.li.zə.ʁjɔ̃
noliserons;nɔ.li.zə.ʁɔ̃
noliseront;nɔ.li.zə.ʁɔ̃
nolises;nɔ.liz
nolisez;nɔ.li.ze
nolisiez;nɔ.li.zje
nolisions;nɔ.li.zjɔ̃
nolisons;nɔ.li.zɔ̃
nolissement;nɔ.lis.mɑ̃
nolissements;nɔ.lis.mɑ̃
nolition;nɔ.li.sjɔ̃
nolitions;nɔ.li.sjɔ̃
nolla;ni.kɛl
nollywoodien;nɔ.li.wu.djɛ̃
nollywoodienne;nɔ.li.wu.djɛn
nollywoodiennes;nɔ.li.wu.djɛn
nollywoodiens;nɔ.li.wu.djɛ̃
nolonté;nɔ.lɔ̃.te
només;nɔbl
nom;nɔ̃
noma;nɔ.ma
nomade;nɔ.mad
nomades;nɔ.mad
nomadi;nɔ.mad
nomadisâmes;nɔ.ma.di.zam
nomadisât;nɔ.ma.di.za
nomadisâtes;nɔ.ma.di.zat
nomadisèrent;nɔ.ma.di.zɛʁ
nomadisé;nɔ.ma.di.ze
nomadisée;nɔ.ma.di.ze
nomadisées;nɔ.ma.di.ze
nomadisés;nɔ.ma.di.ze
nomadisa;nɔ.ma.di.za
nomadisai;nɔ.ma.di.ze
nomadisaient;nɔ.ma.di.zɛ
nomadisais;nɔ.ma.di.zɛ
nomadisait;nɔ.ma.di.zɛ
nomadisant;nɔ.ma.di.zɑ̃
nomadisas;nɔ.ma.di.za
nomadisasse;nɔ.ma.di.zas
nomadisassent;nɔ.ma.di.zas
nomadisasses;nɔ.ma.di.zas
nomadisassiez;nɔ.ma.di.za.sje
nomadisassions;nɔ.ma.di.za.sjɔ̃
nomadise;nɔ.ma.diz
nomadisent;nɔ.ma.diz
nomadiser;nɔ.ma.di.ze
nomadisera;nɔ.ma.di.zə.ʁa
nomadiserai;nɔ.ma.di.zə.ʁe
nomadiseraient;nɔ.ma.di.zə.ʁɛ
nomadiserais;nɔ.ma.di.zə.ʁɛ
nomadiserait;nɔ.ma.di.zə.ʁɛ
nomadiseras;nɔ.ma.di.zə.ʁa
nomadiserez;nɔ.ma.di.zə.ʁe
nomadiseriez;nɔ.ma.di.zə.ʁje
nomadiserions;nɔ.ma.di.zə.ʁjɔ̃
nomadiserons;nɔ.ma.di.zə.ʁɔ̃
nomadiseront;nɔ.ma.di.zə.ʁɔ̃
nomadises;nɔ.ma.diz
nomadisez;nɔ.ma.di.ze
nomadisiez;nɔ.ma.di.zje
nomadisions;nɔ.ma.di.zjɔ̃
nomadisme;nɔ.ma.dism
nomadismes;nɔk.tɑ̃.by.lism
nomadisons;nɔ.ma.di.zɔ̃
nomarchie;nɔ.maʁ.ʃi
nomarque;nɔ.maʁk
nomarques;nɔk.tɑ̃.by.lism
nombrâmes;nɔ̃.bʁam
nombrât;nɔ̃.bʁa
nombrâtes;nɔ̃.bʁat
nombrèrent;nɔ̃.bʁɛʁ
nombré;nɔ̃.bʁe
nombrée;nɔ̃.bʁe
nombrées;nɔ̃.bʁe
nombrés;nɔ̃.bʁe
nombra;nɔ̃.bʁa
nombrai;nɔ̃.bʁe
nombraient;nɔ̃.bʁɛ
nombrais;nɔ̃.bʁɛ
nombrait;nɔ̃.bʁɛ
nombrant;nɔ̃.bʁɑ̃
nombrante;nɔ̃.bʁɑ̃t
nombrantes;nɔ̃.bʁɑ̃t
nombrants;nɔ̃.bʁɑ̃
nombras;nɔ̃.bʁa
nombrasse;nɔ̃.bʁas
nombrassent;nɔ̃.bʁas
nombrasses;nɔ̃.bʁas
nombrassiez;nɔ̃.bʁa.sje
nombrassions;nɔ̃.bʁa.sjɔ̃
nombre;nɔ̃bʁ
nombrent;nɔ̃bʁ
nombrer;nɔ̃.bʁe
nombrera;nɔ̃.bʁə.ʁa
nombrerai;nɔ̃.bʁə.ʁe
nombreraient;nɔ̃.bʁə.ʁɛ
nombrerais;nɔ̃.bʁə.ʁɛ
nombrerait;nɔ̃.bʁə.ʁɛ
nombreras;nɔ̃.bʁə.ʁa
nombrerez;nɔ̃.bʁə.ʁe
nombreriez;nɔ̃.bʁə.ʁje
nombrerions;nɔ̃.bʁə.ʁjɔ̃
nombrerons;nɔ̃.bʁə.ʁɔ̃
nombreront;nɔ̃.bʁə.ʁɔ̃
nombres;nɔ̃bʁ
nombreuse;nɔ̃.bʁøz
nombreusement;nɔ̃.bʁøz.mɑ̃
nombreuses;nɔ̃.bʁøz
nombrez;nɔ̃.bʁe
nombriez;nɔ̃.bʁi.je
nombril;nɔ̃.bʁi
nombrilisâmes;nɔ̃.bʁi.li.zam
nombrilisât;nɔ̃.bʁi.li.za
nombrilisâtes;nɔ̃.bʁi.li.zat
nombrilisèrent;nɔ̃.bʁi.li.zɛʁ
nombrilisé;nɔ̃.bʁi.li.ze
nombrilisée;nɔ̃.bʁi.li.ze
nombrilisées;nɔ̃.bʁi.li.ze
nombrilisés;nɔ̃.bʁi.li.ze
nombrilisa;nɔ̃.bʁi.li.za
nombrilisai;nɔ̃.bʁi.li.ze
nombrilisaient;nɔ̃.bʁi.li.zɛ
nombrilisais;nɔ̃.bʁi.li.zɛ
nombrilisait;nɔ̃.bʁi.li.zɛ
nombrilisant;nɔ̃.bʁi.li.zɑ̃
nombrilisas;nɔ̃.bʁi.li.za
nombrilisasse;nɔ̃.bʁi.li.zas
nombrilisassent;nɔ̃.bʁi.li.zas
nombrilisasses;nɔ̃.bʁi.li.zas
nombrilisassiez;nɔ̃.bʁi.li.za.sje
nombrilisassions;nɔ̃.bʁi.li.za.sjɔ̃
nombrilise;nɔ̃.bʁi.liz
nombrilisent;nɔ̃.bʁi.liz
nombriliser;nɔ̃.bʁi.li.ze
nombrilisera;nɔ̃.bʁi.li.zə.ʁa
nombriliserai;nɔ̃.bʁi.li.zə.ʁe
nombriliseraient;nɔ̃.bʁi.li.zə.ʁɛ
nombriliserais;nɔ̃.bʁi.li.zə.ʁɛ
nombriliserait;nɔ̃.bʁi.li.zə.ʁɛ
nombriliseras;nɔ̃.bʁi.li.zə.ʁa
nombriliserez;nɔ̃.bʁi.li.zə.ʁe
nombriliseriez;nɔ̃.bʁi.li.zə.ʁje
nombriliserions;nɔ̃.bʁi.li.zə.ʁjɔ̃
nombriliserons;nɔ̃.bʁi.li.zə.ʁɔ̃
nombriliseront;nɔ̃.bʁi.li.zə.ʁɔ̃
nombrilises;nɔ̃.bʁi.liz
nombrilisez;nɔ̃.bʁi.li.ze
nombrilisiez;nɔ̃.bʁi.li.zje
nombrilisions;nɔ̃.bʁi.li.zjɔ̃
nombrilisme;nɔ̃.bʁi.lism
nombrilismes;nɔk.tɑ̃.by.lism
nombrilisons;nɔ̃.bʁi.li.zɔ̃
nombriliste;nɔ̃.bʁi.list
nombrilistes;nɔk.tɑ̃.by.lism
nombrils;nɔ̃.bʁil
nombrions;nɔ̃.bʁi.jɔ̃
nombrons;nɔ̃.bʁɔ̃
nome;nɔm
nomeada;na.ta
nomear;na.ta
nomen;niks
nomenclateur;nɔ̃.sɑ̃s
nomenclaturâmes;nɔ.mɑ̃k.la.ty.ʁam
nomenclaturât;nɔ.mɑ̃k.la.ty.ʁa
nomenclaturâtes;nɔ.mɑ̃k.la.ty.ʁat
nomenclaturèrent;nɔ.mɑ̃k.la.ty.ʁɛʁ
nomenclaturé;nɔ.mɑ̃k.la.ty.ʁe
nomenclaturée;nɔ.mɑ̃k.la.ty.ʁe
nomenclaturées;nɔ.mɑ̃k.la.ty.ʁe
nomenclaturés;nɔ.mɑ̃k.la.ty.ʁe
nomenclatura;nɔ.mɑ̃k.la.ty.ʁa
nomenclaturai;nɔ.mɑ̃k.la.ty.ʁe
nomenclaturaient;nɔ.mɑ̃k.la.ty.ʁɛ
nomenclaturais;nɔ.mɑ̃k.la.ty.ʁɛ
nomenclaturait;nɔ.mɑ̃k.la.ty.ʁɛ
nomenclaturant;nɔ.mɑ̃k.la.ty.ʁɑ̃
nomenclaturas;nɔ.mɑ̃k.la.ty.ʁa
nomenclaturasse;nɔ.mɑ̃k.la.ty.ʁas
nomenclaturassent;nɔ.mɑ̃k.la.ty.ʁas
nomenclaturasses;nɔ.mɑ̃k.la.ty.ʁas
nomenclaturassiez;nɔ.mɑ̃k.la.ty.ʁa.sje
nomenclaturassions;nɔ.mɑ̃k.la.ty.ʁa.sjɔ̃
nomenclature;nɔ.mɑ̃k.la.tyʁ
nomenclaturent;nɔ.mɑ̃k.la.tyʁ
nomenclaturer;nɔ.mɑ̃k.la.ty.ʁe
nomenclaturera;nɔ.mɑ̃k.la.ty.ʁə.ʁa
nomenclaturerai;nɔ.mɑ̃k.la.ty.ʁə.ʁe
nomenclatureraient;nɔ.mɑ̃k.la.ty.ʁə.ʁɛ
nomenclaturerais;nɔ.mɑ̃k.la.ty.ʁə.ʁɛ
nomenclaturerait;nɔ.mɑ̃k.la.ty.ʁə.ʁɛ
nomenclatureras;nɔ.mɑ̃k.la.ty.ʁə.ʁa
nomenclaturerez;nɔ.mɑ̃k.la.ty.ʁə.ʁe
nomenclatureriez;nɔ.mɑ̃k.la.ty.ʁə.ʁje
nomenclaturerions;nɔ.mɑ̃k.la.ty.ʁə.ʁjɔ̃
nomenclaturerons;nɔ.mɑ̃k.la.ty.ʁə.ʁɔ̃
nomenclatureront;nɔ.mɑ̃k.la.ty.ʁə.ʁɔ̃
nomenclatures;nɔ.mɑ̃k.la.tyʁ
nomenclaturez;nɔ.mɑ̃k.la.ty.ʁe
nomenclaturiez;nɔ.mɑ̃k.la.ty.ʁje
nomenclaturions;nɔ.mɑ̃k.la.ty.ʁjɔ̃
nomenclaturons;nɔ.mɑ̃k.la.ty.ʁɔ̃
nomes;nɔm
nominâmes;nɔ.mi.nam
nominât;nɔ.mi.na
nominâtes;nɔ.mi.nat
nominèrent;nɔ.mi.nɛʁ
nominé;nɔ.mi.ne
nominée;nɔ.mi.ne
nominées;nɔ.mi.ne
nominés;nɔ.mi.ne
nomina;nɔ.mi.na
nominadament;ɛ̃.fʁa.pa.ʒi.no
nominai;nɔ.mi.ne
nominaient;nɔ.mi.nɛ
nominais;nɔ.mi.nɛ
nominait;nɔ.mi.nɛ
nominale;nɔ.mi.nal
nominales;nɔ.mi.nal
nominalisâmes;nɔ.mi.na.li.zam
nominalisât;nɔ.mi.na.li.za
nominalisâtes;nɔ.mi.na.li.zat
nominalisèrent;nɔ.mi.na.li.zɛʁ
nominalisé;nɔ.mi.na.li.ze
nominalisée;nɔ.mi.na.li.ze
nominalisées;nɔ.mi.na.li.ze
nominalisés;nɔ.mi.na.li.ze
nominalisa;nɔ.mi.na.li.za
nominalisai;nɔ.mi.na.li.ze
nominalisaient;nɔ.mi.na.li.zɛ
nominalisais;nɔ.mi.na.li.zɛ
nominalisait;nɔ.mi.na.li.zɛ
nominalisant;nɔ.mi.na.li.zɑ̃
nominalisas;nɔ.mi.na.li.za
nominalisasse;nɔ.mi.na.li.zas
nominalisassent;nɔ.mi.na.li.zas
nominalisasses;nɔ.mi.na.li.zas
nominalisassiez;nɔ.mi.na.li.za.sje
nominalisassions;nɔ.mi.na.li.za.sjɔ̃
nominalisation;no.mi.na.li.za.sjɔ̃
nominalisations;nɔk.tɑ̃.by.lism
nominalise;nɔ.mi.na.liz
nominalisent;nɔ.mi.na.liz
nominaliser;no.mi.na.li.ze
nominalisera;nɔ.mi.na.li.zə.ʁa
nominaliserai;nɔ.mi.na.li.zə.ʁe
nominaliseraient;nɔ.mi.na.li.zə.ʁɛ
nominaliserais;nɔ.mi.na.li.zə.ʁɛ
nominaliserait;nɔ.mi.na.li.zə.ʁɛ
nominaliseras;nɔ.mi.na.li.zə.ʁa
nominaliserez;nɔ.mi.na.li.zə.ʁe
nominaliseriez;nɔ.mi.na.li.zə.ʁje
nominaliserions;nɔ.mi.na.li.zə.ʁjɔ̃
nominaliserons;nɔ.mi.na.li.zə.ʁɔ̃
nominaliseront;nɔ.mi.na.li.zə.ʁɔ̃
nominalises;nɔ.mi.na.liz
nominalisez;nɔ.mi.na.li.ze
nominalisiez;nɔ.mi.na.li.zje
nominalisions;nɔ.mi.na.li.zjɔ̃
nominalisme;nɔ.na.ʒe.nɛʁ
nominalisons;nɔ.mi.na.li.zɔ̃
nominaliste;nɔ.mi.na.list
nominalistes;nɔk.tɑ̃.by.lism
nominant;nɔ.mi.nɑ̃
nominar;nɔ.se
nominas;nɔ.mi.na
nominasse;nɔ.mi.nas
nominassent;nɔ.mi.nas
nominasses;nɔ.mi.nas
nominassiez;nɔ.mi.na.sje
nominassions;nɔ.mi.na.sjɔ̃
nominateur;nɔ.mi.na.tœʁ
nominatif;nɔ.mi.na.tif
nominatifs;nɔ.mi.na.tif
nomination;nɔ.mi.na.sjɔ̃
nominations;nɔ.mi.na.sjɔ̃
nominative;nɔ.mi.na.tive
nominativement;nɔ.mi.na.tiv.mɑ̃
nominatives;nɔ.mi.na.tiv
nominator;nɔ.mi.na.tœʁ
nominaux;nɔ.mi.no
nomine;nɔ.min
nominent;nɔ.min
nominer;nɔ.mi.ne
nominera;nɔ.mi.nə.ʁa
nominerai;nɔ.mi.nə.ʁe
nomineraient;nɔ.mi.nə.ʁɛ
nominerais;nɔ.mi.nə.ʁɛ
nominerait;nɔ.mi.nə.ʁɛ
nomineras;nɔ.mi.nə.ʁa
nominerez;nɔ.mi.nə.ʁe
nomineriez;nɔ.mi.nə.ʁje
nominerions;nɔ.mi.nə.ʁjɔ̃
nominerons;nɔ.mi.nə.ʁɔ̃
nomineront;nɔ.mi.nə.ʁɔ̃
nomines;nɔ.min
nominette;nɔ.mi.nɛt
nominettes;nɔ.mi.nɛt
nominez;nɔ.mi.ne
nominiez;nɔ.mi.nje
nominions;nɔ.mi.njɔ̃
nominons;nɔ.mi.nɔ̃
nomismati;na.i.ve
nomismatis;na.i.ve
nomlaki;nɔm.la.ki
nommâmes;nɔ.mam
nommât;nɔ.ma
nommâtes;nɔ.mat
nommèrent;nɔ.mɛʁ
nommé;nɔ.me
nommée;nɔ.me
nommées;nɔ.me
nommément;nɔ.me.mɑ̃
nommés;nɔ.me
nomma;nɔ.ma
nommage;nɔ.maʒ
nommai;nɔ.me
nommaient;nɔ.mɛ
nommais;nɔ.mɛ
nommait;nɔ.mɛ
nommant;nɔ.mɑ̃
nommas;nɔ.ma
nommasse;nɔ.mas
nommassent;nɔ.mas
nommasses;nɔ.mas
nommassiez;nɔ.ma.sje
nommassions;nɔ.ma.sjɔ̃
nomme;nɔm
nomment;nɔm
nommer;nɔ.me
nommera;nɔ.mə.ʁa
nommerai;nɔ.mə.ʁe
nommeraient;nɔ.mə.ʁɛ
nommerais;nɔ.mə.ʁɛ
nommerait;nɔ.mə.ʁɛ
nommeras;nɔ.mə.ʁa
nommerez;nɔ.mə.ʁe
nommeriez;nɔ.mə.ʁje
nommerions;nɔ.mə.ʁjɔ̃
nommerons;nɔ.mə.ʁɔ̃
nommeront;nɔ.mə.ʁɔ̃
nommes;nɔm
nommez;nɔ.me
nommiez;nɔ.mje
nommions;nɔ.mjɔ̃
nommons;nɔ.mɔ̃
nomocratie;nɔ.mok.ʁa.si
nomocraties;nɔ.mok.ʁa.si
nomocratique;nɔ.mok.ʁa.tik
nomocratiques;nɔ.mok.ʁa.tik
nomographe;nɔ.mɔ.ɡʁaf
nomographes;nɔ.mɔ.ɡʁaf
nomologie;nɔ.mɔ.lɔ.ʒi
nomophile;nɔ.mo.fil
nomophiles;nɔk.tɑ̃.by.lism
nomophobe;nɔ.mɔ.fɔb
nomophobes;nɔ.mɔ.fɔb
nomophobie;no.mo.fɔ.bi
nomophobies;no.mo.fɔ.bi
nomothète;nɔ.mɔ.tɛt
nomothètes;nɔ.mɔ.tɛt
nomothétique;nɔ.mɔ.te.tik
nomothétiques;nɔk.tɑ̃.by.lism
noms;nɔ̃
non;nɔ̃
nonaïeul;nɔ.na.jøl
nona;nɔ.na
nonachlorides;nø.tʁa.li.za.sjɔ̃
nonacontane;nɔ.na.kɔ̃.tan
nonacontanes;nɔ.nɛɡ.zis.tɑ̃s
nonacosane;nɔ.na.kɔ.zan
nonacosanes;nɔ.nɛɡ.zis.tɑ̃s
nonadécane;nɔ.na.de.kan
nonadécanes;nɔ.nɛɡ.zis.tɑ̃s
nonagénaire;nɔ.na.ʒe.nɛʁ
nonagénaires;nɔ.na.ʒe.nɛʁ
nonagésimal;nɔ.na.ʒe.zi.mal
nonagennale;nɔ.na.ʒɛ.nal
nonagennales;nɔ.na.ʒɛ.nal
nonagennaux;nɔ.na.ʒɛ.no
nonagesimo;nɔ.na.ʒe.zi.mo
nonaginta;niks
nonagone;nɔ.na.ɡɔn
nonagones;nɔ.na.ɡɔn
nonane;nɔ.nan
nonanes;ɛ̃.kyl.ka.sjɔ̃
nonantâmes;nɔ.nɑ̃.tam
nonantât;nɔ.nɑ̃.ta
nonantâtes;nɔ.nɑ̃.tat
nonantèrent;nɔ.nɑ̃.tɛʁ
nonanté;nɔ.nɑ̃.te
nonantée;nɔ.nɑ̃.te
nonantées;nɔ.nɑ̃.te
nonantés;nɔ.nɑ̃.te
nonanta;nɔ.nɑ̃.ta
nonantai;nɔ.nɑ̃.te
nonantaient;nɔ.nɑ̃.tɛ
nonantaine;nɔ.nɑ̃.tɛn
nonantaines;nɔ.nɑ̃.tɛn
nonantais;nɔ.nɑ̃.tɛ
nonantait;nɔ.nɑ̃.tɛ
nonantant;nɔ.nɑ̃.tɑ̃
nonantas;nɔ.nɑ̃.ta
nonantasse;nɔ.nɑ̃.tas
nonantassent;nɔ.nɑ̃.tas
nonantasses;nɔ.nɑ̃.tas
nonantassiez;nɔ.nɑ̃.ta.sje
nonantassions;nɔ.nɑ̃.ta.sjɔ̃
nonante;nɔ.nɑ̃t
nonantent;nɔ.nɑ̃t
nonanter;nɔ.nɑ̃.te
nonantera;nɔ.nɑ̃.tə.ʁa
nonanterai;nɔ.nɑ̃.tə.ʁe
nonanteraient;nɔ.nɑ̃.tə.ʁɛ
nonanterais;nɔ.nɑ̃.tə.ʁɛ
nonanterait;nɔ.nɑ̃.tə.ʁɛ
nonanteras;nɔ.nɑ̃.tə.ʁa
nonanterez;nɔ.nɑ̃.tə.ʁe
nonanteriez;nɔ.nɑ̃.tə.ʁje
nonanterions;nɔ.nɑ̃.tə.ʁjɔ̃
nonanterons;nɔ.nɑ̃.tə.ʁɔ̃
nonanteront;nɔ.nɑ̃.tə.ʁɔ̃
nonantes;nɔ.nɑ̃t
nonantez;nɔ.nɑ̃.te
nonantième;nɔ.nɑ̃.tjɛm
nonantièmement;nɔ.nɑ̃.tjɛm.mɑ̃
nonantiez;nɔ.nɑ̃.tje
nonantions;nɔ.nɑ̃.tjɔ̃
nonantons;nɔ.nɑ̃.tɔ̃
nonantuple;nɔ.nɑ̃.typl
nonantuples;nɔ.nɑ̃.typl
nonaoxides;nø.tʁa.li.za.sjɔ̃
nonatomicité;nɔ.na.tɔ.mi.si.te
nonatomique;nɔ.na.tɔ.mik
nonavalent;nɔ.na.va.lɑ̃
nonce;nɔ̃s
nonchain;nɔ̃.ʃɛ̃
nonchalamment;nɔ̃.ʃa.la.mɑ̃
nonchalance;nɔ̃.ʃa.lɑ̃s
nonchalances;nɔ̃.ʃa.lɑ̃s
nonchalantâmes;nɔ̃.ʃa.lɑ̃.tam
nonchalantât;nɔ̃.ʃa.lɑ̃.ta
nonchalantâtes;nɔ̃.ʃa.lɑ̃.tat
nonchalantèrent;nɔ̃.ʃa.lɑ̃.tɛʁ
nonchalanté;nɔ̃.ʃa.lɑ̃.te
nonchalant;nɔ̃.ʃa.lɑ̃
nonchalanta;nɔ̃.ʃa.lɑ̃.ta
nonchalantai;nɔ̃.ʃa.lɑ̃.te
nonchalantaient;nɔ̃.ʃa.lɑ̃.tɛ
nonchalantais;nɔ̃.ʃa.lɑ̃.tɛ
nonchalantait;nɔ̃.ʃa.lɑ̃.tɛ
nonchalantant;nɔ̃.ʃa.lɑ̃.tɑ̃
nonchalantas;nɔ̃.ʃa.lɑ̃.ta
nonchalantasse;nɔ̃.ʃa.lɑ̃.tas
nonchalantassent;nɔ̃.ʃa.lɑ̃.tas
nonchalantasses;nɔ̃.ʃa.lɑ̃.tas
nonchalantassiez;nɔ̃.ʃa.lɑ̃.ta.sje
nonchalantassions;nɔ̃.ʃa.lɑ̃.ta.sjɔ̃
nonchalante;nɔ̃.ʃa.lɑ̃t
nonchalantent;nɔ̃.ʃa.lɑ̃t
nonchalanter;nɔ̃.ʃa.lɑ̃.te
nonchalantera;nɔ̃.ʃa.lɑ̃.tə.ʁa
nonchalanterai;nɔ̃.ʃa.lɑ̃.tə.ʁe
nonchalanteraient;nɔ̃.ʃa.lɑ̃.tə.ʁɛ
nonchalanterais;nɔ̃.ʃa.lɑ̃.tə.ʁɛ
